,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
682768,1-11-2010-7547,Sales,Sell,2010-05-18,Villa,Villa,Residential,Existing Properties,Al Hebiah First,,,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,4 B/R,0,959.13,3450000.0,3597.01,2010.0,5.0,18.0,Central,25.04998492,55.23894687
322699,1-11-2025-10543,Sales,Sell,2025-03-13,Land,,Commercial,Existing Properties,Me'Aisem First,,JUMEIRAH GOLF ESTATES,Jumeirah Golf Estates,,,,,0,65.43,221860.0,3390.81,2025.0,3.0,13.0,Unknown,25.0177834,55.18312486
69500,2-110-2009-100065,Mortgages,Lease to Own Registration,2009-03-16,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 10,Springs - 2,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,255.01,3937500.0,15440.57,2009.0,3.0,16.0,Unknown,25.06366745,55.1623514
542162,2-13-2017-6441,Mortgages,Mortgage Registration,2017-07-31,Unit,Flat,Residential,Existing Properties,Al Wasl,Citywalk Residential Building 22,"NO.20, NO.21A, NO.21B AND NO.22 CITYWALK RESIDENTIAL",City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,164.72,1536660.0,9328.92,2017.0,7.0,31.0,West,25.19685113,55.25356365
341427,1-102-2016-3977,Sales,Sell - Pre registration,2016-05-02,Unit,Flat,Residential,Off-Plan Properties,Jabal Ali First, Starz Tower 2,STARZ TOWER by DANUBE,Al Furjan,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,1 B/R,1,64.91,763612.0,11764.17,2016.0,5.0,2.0,Unknown,25.03192836,55.14232708
355959,1-11-2014-809,Sales,Sell,2014-01-16,Unit,Flat,Residential,Existing Properties,Marsa Dubai,LA RIVIERA TOWER,,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,3 B/R,1,169.46,1045000.0,6166.65,2014.0,1.0,16.0,Unknown,25.09547176,55.13076456
324495,2-107-2006-608,Mortgages,Lease to Own Registration Pre-Registration,2009-10-26,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,Skycourts Tower D,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,67.58,501345.0,7418.55,2009.0,10.0,26.0,Central,25.08232101,55.36365192
260522,2-14-2007-124,Mortgages,Modify Mortgage,2007-04-23,Building,,Industrial / Commercial,Existing Properties,Ras Al Khor Industrial Second,,,,Downtown Dubai,Creek Metro Station,Dubai Mall,,0,23931.81,50000000.0,2089.27,2007.0,4.0,23.0,Central,25.17746045,55.35760946
578300,1-11-2013-1030,Sales,Sell,2013-01-14,Unit,Flat,Residential,Existing Properties,Marsa Dubai,MARINA DIAMOND 4,,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,93.03,1050000.0,11286.68,2013.0,1.0,14.0,Unknown,25.09547176,55.13076456
210476,2-13-2023-23257,Mortgages,Mortgage Registration,2023-12-13,Unit,Flat,Residential,Existing Properties,Al Kifaf,1 Residences - 1,1 Residences ,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,118.29,2171328.0,18355.97,2023.0,12.0,13.0,West,25.23424657,55.29696777
630964,1-102-2020-7494,Sales,Sell - Pre registration,2020-05-07,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,SOBHA CREEK VISTAS ? TOWER A,Sobha Creek Vistas,SOBHA HARTLAND,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,45.94,826340.0,17987.37,2020.0,5.0,7.0,Unknown,25.16984676,55.29268975
369014,1-41-2022-21882,Sales,Delayed Sell,2022-12-08,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 5,,Villanova Amaranta 3,,IMG World Adventures,,,3 B/R,0,167.53,1630000.0,9729.6,2022.0,12.0,8.0,Central,25.08232101,55.36365192
183083,1-102-2017-9727,Sales,Sell - Pre registration,2017-05-02,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,Point Residencia,POINT RESIDENCIA,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,0,75.44,405242.0,5371.71,2017.0,5.0,2.0,Central,25.04291825,55.18747333
1049806,2-13-2024-7601,Mortgages,Mortgage Registration,2024-04-19,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Binghatti Nova,Binghatti Nova,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,59.1,652960.0,11048.39,2024.0,4.0,19.0,Central,25.05936493,55.21207713
383586,2-810-2022-508,Mortgages,Lease Finance Registration,2022-09-29,Unit,Flat,Residential,Existing Properties,Me'Aisem First,LAKESIDE A,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,33.93,126000.0,3713.53,2022.0,9.0,29.0,Unknown,25.0177834,55.18312486
719470,1-11-2022-20327,Sales,Sell,2022-08-24,Villa,,Residential,Existing Properties,Me'Aisem First,,LIME TREE VALLEY,Jumeirah Golf Estates,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,1406.8,14500000.0,10307.08,2022.0,8.0,24.0,Unknown,25.0177834,55.18312486
965740,1-41-2021-8679,Sales,Delayed Sell,2021-08-24,Villa,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,,Sidra 2,DUBAI HILLS - SIDRA 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,627.83,7476888.0,11909.1,2021.0,8.0,24.0,Central,25.1053253,55.26733804
1143404,2-13-2023-18906,Mortgages,Mortgage Registration,2023-10-19,Villa,,Residential,Existing Properties,Al Merkadh,,"MOHAMMED BIN RASHID AL MAKTOUM CITY- DISTRICT ONE, PHASE 1",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,,0,1270.37,14700000.0,11571.43,2023.0,10.0,19.0,Unknown,25.16984676,55.29268975
1151377,1-460-2024-357,Sales,Sale On Payment Plan,2024-11-04,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL RAMTH 57,REMRAAM,Remraam,Motor City,,,Studio,1,43.52,468450.0,10764.02,2024.0,11.0,4.0,Central,25.00242864,55.24042905
166542,1-102-2022-20430,Sales,Sell - Pre registration,2022-07-27,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Lotus at Creek Beach Building 1,Creek Beach - Lotus,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,81.36,1207888.0,14846.21,2022.0,7.0,27.0,North_Central,25.19564786,55.36033252
54876,1-102-2017-23212,Sales,Sell - Pre registration,2017-11-28,Unit,Flat,Residential,Off-Plan Properties,Business Bay,AYKON CITY (2) -TOWER C,AYKON CITY 2,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,74.61,1164660.0,15609.97,2017.0,11.0,28.0,Unknown,25.18762593,55.27989946
742841,1-11-2025-13203,Sales,Sell,2025-03-28,Unit,Flat,Residential,Existing Properties,Burj Khalifa,Dunya Tower,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,76.49,1700000.0,22225.13,2025.0,3.0,28.0,Unknown,25.19005375,55.27814093
738358,2-110-2010-2374,Mortgages,Lease to Own Registration,2010-08-23,Villa,,Residential,Existing Properties,Al Barsha South Fifth,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,841.95,992745.0,1179.1,2010.0,8.0,23.0,Central,25.04291825,55.18747333
411835,1-102-2025-24072,Sales,Sell - Pre registration,2025-03-24,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Binghatti Elite,Binghatti Elite,International Media Production Zone,,,,Studio,1,34.92,572000.0,16380.3,2025.0,3.0,24.0,Unknown,25.0177834,55.18312486
809302,3-9-2018-3560,Gifts,Grant,2018-12-06,Unit,Flat,Residential,Existing Properties,Al Wasl,Citywalk Residential Building 19,"No.17, No.18a,No.18b and No.19 Citywalk Residential ",City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,100.17,1800000.0,17969.45,2018.0,12.0,6.0,West,25.19685113,55.25356365
988772,3-9-2024-3470,Gifts,Grant,2024-06-27,Unit,Flat,Residential,Existing Properties,Um Suqaim Third,Asayel 2,Asayel at Madinat Jumeirah Living,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,124.61,2944861.0,23632.62,2024.0,6.0,27.0,Unknown,25.14280454,55.18731602
415612,1-11-2014-6062,Sales,Sell,2014-03-03,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 105,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,630000.0,7000.0,2014.0,3.0,3.0,Unknown,25.01126,55.06116
1224276,1-11-2009-207300,Sales,Sell,2009-04-06,Unit,Flat,Residential,Existing Properties,Al Warsan First,K-06,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,67.0,320000.0,4776.12,2009.0,4.0,6.0,Unknown,25.1599767,55.4246648
609159,1-102-2017-5248,Sales,Sell - Pre registration,2017-02-27,Villa,Villa,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,,MAPLE,DUBAI HILLS - MAPLE 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,3 B/R,0,194.4,1800000.0,9259.26,2017.0,2.0,27.0,Central,25.1053253,55.26733804
1409403,2-13-2013-6385,Mortgages,Mortgage Registration,2013-09-18,Unit,Flat,Residential,Existing Properties,Al Hebiah First,BENNETT HOUSE 1,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,97.73,630000.0,6446.33,2013.0,9.0,18.0,Central,25.04998492,55.23894687
761152,1-11-2024-39110,Sales,Sell,2024-10-16,Unit,Flat,Residential,Existing Properties,Al Warsan First,CLASSIC APARTMENT,CLASSIC APARTMENTS,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,126.26,600050.0,4752.49,2024.0,10.0,16.0,Unknown,25.1599767,55.4246648
1144812,1-102-2024-39188,Sales,Sell - Pre registration,2024-06-03,Unit,Flat,Residential,Off-Plan Properties,Al Merkadh,AZIZI RIVIERA 47,Azizi Riviera 47,Meydan One Community,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,41.66,907410.0,21781.33,2024.0,6.0,3.0,Unknown,25.16984676,55.29268975
547515,2-110-2016-907,Mortgages,Lease to Own Registration,2016-08-08,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 6,,ALMA-2,Arabian Ranches - Alma 2,Motor City,,,3 B/R,0,254.58,2250000.0,8838.09,2016.0,8.0,8.0,Central,25.05482178,55.27089764
509335,2-13-2000-696,Mortgages,Mortgage Registration,2000-08-07,Villa,,Residential,Existing Properties,Um Suqaim First,,,,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,,0,1352.39,500000.0,369.72,2000.0,8.0,7.0,Unknown,25.16754718,55.21195292
267650,1-11-2023-40548,Sales,Sell,2023-12-08,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Westside Marina,,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,178.77,2100000.0,11746.94,2023.0,12.0,8.0,Unknown,25.09547176,55.13076456
1366288,1-11-2014-22070,Sales,Sell,2014-10-01,Unit,Office,Commercial,Existing Properties,Burj Khalifa,THE METROPOLIS,THE MERTOPOLIS,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,107.66,1587611.0,14746.53,2014.0,10.0,1.0,Unknown,25.19005375,55.27814093
1249731,1-102-2023-24590,Sales,Sell - Pre registration,2023-05-29,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,VINCITORE VOLARE,Vincitore Volare,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,70.16,1096950.0,15634.98,2023.0,5.0,29.0,Unknown,25.06209482,55.23443163
864424,1-11-2022-23355,Sales,Sell,2022-09-27,Unit,Office,Commercial,Existing Properties,Business Bay,SOL BAY,SOL BAY ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,137.3,1551777.0,11302.09,2022.0,9.0,27.0,Unknown,25.18762593,55.27989946
841104,2-110-2022-476,Mortgages,Lease to Own Registration,2022-10-20,Unit,Flat,Residential,Existing Properties,Nadd Hessa,Binghatti Point,Binghatti Point,Silicon Oasis,IMG World Adventures,,,2 B/R,1,117.08,622400.0,5316.02,2022.0,10.0,20.0,Unknown,25.12321,55.386619
864017,2-13-2016-2747,Mortgages,Mortgage Registration,2016-04-12,Unit,Flat,Residential,Existing Properties,Burj Khalifa,South Ridge 3,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,95.23,1185000.0,12443.56,2016.0,4.0,12.0,Unknown,25.19005375,55.27814093
294024,2-13-2010-1132,Mortgages,Mortgage Registration,2010-03-18,Villa,Villa,Residential,Existing Properties,Al Hebiah First,,,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,3 B/R,0,400.04,1650000.0,4124.59,2010.0,3.0,18.0,Central,25.04998492,55.23894687
552235,2-13-2024-30417,Mortgages,Mortgage Registration,2024-12-16,Unit,Flat,Residential,Existing Properties,Burj Khalifa,South Ridge 6,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,98.48,1368750.0,13898.76,2024.0,12.0,16.0,Unknown,25.19005375,55.27814093
815096,3-9-2015-969,Gifts,Grant,2015-06-17,Unit,Flat,Residential,Existing Properties,Nadd Hessa,AXIS RESIDENCE 2,AXIS RESIDENCES 2,Silicon Oasis,IMG World Adventures,,City Centre Mirdif,1 B/R,1,78.61,629250.0,8004.71,2015.0,6.0,17.0,Unknown,25.12321,55.386619
150167,2-13-2021-6853,Mortgages,Mortgage Registration,2021-06-10,Unit,Flat,Residential,Existing Properties,Marsa Dubai,BAY CENTRAL 1,BAY CENTRAL WEST & CENTRAL TOWERS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,113.94,1056000.0,9268.04,2021.0,6.0,10.0,Unknown,25.09547176,55.13076456
369040,2-13-2021-14586,Mortgages,Mortgage Registration,2021-11-22,Land,,Residential,Existing Properties,AL Athbah,,,,,,,,0,1115.18,2450000.0,2196.95,2021.0,11.0,22.0,Unknown,25.17596736,55.48532569
1288480,1-11-2011-17980,Sales,Sell,2011-11-30,Unit,Flat,Residential,Existing Properties,Me'Aisem First,LAGO VISTA-B,LAGO VISTA,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,46.08,531000.0,11523.44,2011.0,11.0,30.0,Unknown,25.0177834,55.18312486
747480,1-102-2019-17751,Sales,Sell - Pre registration,2019-10-28,Villa,Villa,Residential,Off-Plan Properties,Madinat Al Mataar,,Greenview,Dubai World Central,Al Makhtoum International Airport,,,4 B/R,0,311.09,1444888.0,4644.6,2019.0,10.0,28.0,South_west,24.91892638,55.18015257
245018,2-14-2020-53,Mortgages,Modify Mortgage,2020-01-16,Unit,Shop,Commercial,Existing Properties,Palm Jumeirah,KEMPINSKI RESIDENCES,EMERALD PALACE KEMPINSKI,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,Shop,1,44.22,521000.0,11782.0,2020.0,1.0,16.0,West,25.1193271,55.1317401
1303942,1-110-2018-455,Sales,Lease to Own Registration,2018-07-12,Land,,Commercial,Existing Properties,Al Hebiah Third,,Mudon-Phase 2,Mudon,,,,,0,836.7,3700000.0,4422.13,2018.0,7.0,12.0,Central,25.02147288,55.26216265
73632,1-102-2024-7831,Sales,Sell - Pre registration,2024-02-08,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,Society House,Society House Downtown Dubai ,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,81.3,2440612.0,30019.83,2024.0,2.0,8.0,Unknown,25.19005375,55.27814093
1253189,2-39-2025-50,Mortgages,Development Mortgage,2025-01-22,Villa,Villa,Residential,Existing Properties,Dubai Investment Park First,,,Dubai Investment Park First,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3 B/R,0,374.7,3998400.0,10670.94,2025.0,1.0,22.0,South_west,24.99222384,55.16651934
1401940,1-102-2023-42732,Sales,Sell - Pre registration,2023-09-04,Villa,Villa,Residential,Off-Plan Properties,Al Hebiah Sixth,,Mudon Al Ranim 5,Mudon,,,,4 B/R,0,243.18,2840000.0,11678.59,2023.0,9.0,4.0,Central,25.02119178,55.26280555
758728,1-11-2013-39385,Sales,Sell,2013-12-19,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,AL NABAT B8,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,3 B/R,1,204.48,4000000.0,19561.82,2013.0,12.0,19.0,West,25.1193271,55.1317401
110811,1-102-2023-61490,Sales,Sell - Pre registration,2023-11-21,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,VOLTA TOWER,VOLTA TOWER,,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,0,64.81,2037420.0,31436.82,2023.0,11.0,21.0,Unknown,25.19005375,55.27814093
1386161,1-11-2021-7385,Sales,Sell,2021-05-05,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,JUMAIRAH BAY TOWER-X2,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,54.5,407000.0,7467.89,2021.0,5.0,5.0,West,25.051959,55.15578
215047,1-102-2024-108009,Sales,Sell - Pre registration,2025-01-01,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 4,Serra Tower 9,Serra,,,,,1 B/R,1,64.04,1222000.0,19081.82,2025.0,1.0,1.0,Central,25.07281915,55.31302736
203775,1-11-2025-2066,Sales,Sell,2025-01-20,Unit,Flat,Residential,Existing Properties,Al Barshaa South Third,MIRACLZ TOWER,MIRACLZ TOWER,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,37.61,535000.0,14224.94,2025.0,1.0,20.0,Unknown,25.06209482,55.23443163
272800,2-810-2019-275,Mortgages,Lease Finance Registration,2019-05-15,Villa,,Residential,Existing Properties,Al Thanyah Fifth,,JUMEIRAH PARK ,Jumeirah Park,Sports City Swimming Academy,Harbour Tower,Marina Mall,,0,745.81,3550000.0,4759.93,2019.0,5.0,15.0,West,25.051959,55.15578
1033737,1-45-2018-470,Sales,Sell Development,2018-10-10,Unit,Flat,Residential,Existing Properties,Nad Al Shiba,UNIVERSITY VIEW - A,,Silicon Oasis,,,,1 B/R,1,79.23,525000.0,6626.28,2018.0,10.0,10.0,Unknown,25.1451203,55.3392738
1255741,1-102-2018-2298,Sales,Sell - Pre registration,2018-02-12,Unit,Flat,Residential,Off-Plan Properties,Business Bay,VERA TOWER,VERA TOWER ,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,44.09,727000.0,16489.0,2018.0,2.0,12.0,Unknown,25.18762593,55.27989946
1111830,3-9-2012-909,Gifts,Grant,2012-11-06,Unit,Flat,Residential,Existing Properties,Marsa Dubai,AZURE,,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,75.54,425000.0,5626.16,2012.0,11.0,6.0,Unknown,25.09547176,55.13076456
494790,1-41-2023-8681,Sales,Delayed Sell,2023-05-09,Unit,Flat,Residential,Existing Properties,Palm Jumeirah,THE 8,THE 8,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,85.63,3000000.0,35034.45,2023.0,5.0,9.0,West,25.1193271,55.1317401
135328,2-13-2022-15123,Mortgages,Mortgage Registration,2022-10-03,Villa,Villa,Residential,Existing Properties,Al Thanayah Fourth,,Emirates Living - Springs 6,Springs - 4,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,345.01,3016080.0,8742.01,2022.0,10.0,3.0,Unknown,25.06366745,55.1623514
337255,1-11-2024-8921,Sales,Sell,2024-03-19,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,Chaimaa Premiere,CHAIMAA PREMIERE,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,71.94,610000.0,8479.29,2024.0,3.0,19.0,Central,25.05936493,55.21207713
170927,2-814-2017-33,Mortgages,Lease to Own on Development Registration,2017-10-04,Unit,Flat,Residential,Existing Properties,Nad Al Shiba,Spring,,Silicon Oasis,IMG World Adventures,,,1 B/R,1,74.46,506250.0,6798.95,2017.0,10.0,4.0,Unknown,25.1451203,55.3392738
329930,1-11-2011-7829,Sales,Sell,2011-05-10,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,SOBHA DAFFODIL,SOBHA DAFFODIL,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,43.59,455680.0,10453.77,2011.0,5.0,10.0,Central,25.05936493,55.21207713
799082,1-11-2003-884,Sales,Sell,2003-06-17,Building,,Residential,Existing Properties,Al Murqabat,,,,Dubai International Airport,Al Rigga Metro Station,Dubai Mall,,0,1013.94,13000000.0,12821.27,2003.0,6.0,17.0,Unknown,25.26602253,55.32333973
1149291,1-11-2008-598,Sales,Sell,2008-02-13,Land,,Residential,Existing Properties,Al Ttay,,,Al Khawaneej Labour City,,,,,0,2348.12,24011250.0,10225.73,2008.0,2.0,13.0,North,25.23799407,55.54248695
1054320,1-102-2016-7904,Sales,Sell - Pre registration,2016-06-29,Unit,Flat,Residential,Off-Plan Properties,Al Wasl,Citywalk Residential Building 20,"NO.20, NO.21A, NO.21B AND NO.22 CITYWALK RESIDENTIAL",City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,4 B/R,1,324.09,6044000.0,18649.14,2016.0,6.0,29.0,West,25.19685113,55.25356365
247498,1-11-2012-21763,Sales,Sell,2012-12-10,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Marina Wharf 1,MARINA WHARF I,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,109.68,1480460.0,13497.99,2012.0,12.0,10.0,Unknown,25.09547176,55.13076456
761372,1-11-2013-28967,Sales,Sell,2013-09-30,Unit,Flat,Residential,Existing Properties,Al Hebiah First,SHAKESPEARE SIRCUS 3,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,157.38,1016400.0,6458.25,2013.0,9.0,30.0,Central,25.04998492,55.23894687
661909,1-102-2024-8364,Sales,Sell - Pre registration,2024-02-12,Unit,Flat,Residential,Off-Plan Properties,Al Khairan First,Creek Waters,Creek Waters,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,70.33,1684888.0,23956.89,2024.0,2.0,12.0,North_Central,25.19564786,55.36033252
513208,1-102-2024-44151,Sales,Sell - Pre registration,2024-06-20,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,The St. Regis Residences - Tower 2,"The St. Regis Residences, Downtown Dubai",Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,124.03,3490000.0,28138.35,2024.0,6.0,20.0,Unknown,25.19005375,55.27814093
67011,1-11-2022-1017,Sales,Sell,2022-01-21,Unit,Flat,Residential,Existing Properties,Al Thanyah Fifth,CONCORDE TOWER 1,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,72.72,595000.0,8182.07,2022.0,1.0,21.0,West,25.051959,55.15578
173431,3-9-2016-1028,Gifts,Grant,2016-07-13,Villa,,Residential,Existing Properties,Al Barsha South Fourth,,,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,,0,240.0,1500000.0,6250.0,2016.0,7.0,13.0,Central,25.05936493,55.21207713
