,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
137140,16762.73,85.01,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-01-18
58751,16714.64,107.69,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-08-15
48383,28532.81,66.59,1 B/R,31-40,1,1,1,1,1,Burj Khalifa,2023-06-26
308299,28281.34,115.62,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2023-11-29
303642,21940.83,151.64,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-05-14
100074,24615.57,81.29,1 B/R,1-10,1,0,1,1,1,Burj Khalifa,2023-12-26
163694,32506.02,177.22,3 B/R,51-60,1,1,1,1,1,Burj Khalifa,2025-05-12
34875,29100.0,125.0,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-05-20
119813,15772.87,41.21,Studio,1-10,1,1,0,1,1,Burj Khalifa,2024-06-28
154979,26921.8,120.72,3 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2024-05-15
207925,16217.57,84.17,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-12-21
93866,19821.61,50.45,Studio,31-40,1,1,1,1,1,Burj Khalifa,2023-04-12
168745,20700.26,84.54,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2025-03-20
100057,27167.35,82.82,1 B/R,11-20,1,0,1,1,1,Burj Khalifa,2024-08-13
142930,15786.05,107.69,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-01-26
304501,19261.08,114.22,2 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-02-24
67924,13440.86,85.56,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-06-12
207727,25564.54,131.08,2 B/R,21-30,1,1,1,1,0,Burj Khalifa,2024-03-08
302819,18846.64,150.69,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-08-28
250052,26150.83,113.32,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-08-08
66134,20010.64,75.21,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-04-08
288168,22172.17,142.07,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-04-12
217597,19305.91,130.53,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-09-12
49868,19988.3,102.56,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-02-06
107529,13959.32,71.78,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2022-12-22
173663,21543.41,99.52,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-07-10
153991,32213.24,71.4,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2024-09-06
3766,19767.15,143.32,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-01-10
275794,27125.38,65.4,1 B/R,11-20,1,1,1,1,0,Burj Khalifa,2023-11-28
38520,27232.26,56.53,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-06-07
118555,9849.44,142.14,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2022-03-31
12929,11263.36,90.49,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-08-07
98946,21498.49,81.63,1 B/R,11-20,0,1,1,1,1,Burj Khalifa,2024-02-19
274178,33119.4,68.83,1 B/R,41-50,1,1,1,1,1,Burj Khalifa,2023-08-29
44073,13542.5,151.8,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-03-24
97884,32417.75,54.6,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-02-22
51098,19093.2,163.52,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-09-12
27767,24667.36,133.78,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-10-24
217601,12129.17,85.47,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-09-25
138167,12044.37,157.75,2 B/R,31-40,1,1,0,1,1,Burj Khalifa,2023-07-06
187231,11126.01,149.2,2 B/R,21-30,1,1,0,1,1,Burj Khalifa,2022-06-13
33405,8747.28,74.52,1 B/R,21-30,0,1,1,1,1,Burj Khalifa,2024-02-19
46027,27019.09,88.97,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-03-31
69626,27292.58,91.6,1 B/R,21-30,1,0,0,1,1,Burj Khalifa,2023-12-05
198354,11598.1,81.91,1 B/R,31-40,1,1,0,1,1,Burj Khalifa,2022-06-08
310800,19891.94,81.44,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-09-18
150232,11703.8,117.99,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-02-27
38533,30600.98,99.67,2 B/R,31-40,1,0,1,1,1,Burj Khalifa,2024-04-02
164636,29484.37,145.84,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2025-04-25
100831,23997.92,154.18,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-06-16
58429,27443.37,117.42,2 B/R,21-30,0,1,1,1,1,Burj Khalifa,2023-07-04
242055,24088.09,43.59,Studio,1-10,1,1,0,1,1,Burj Khalifa,2024-02-05
222526,22848.29,103.75,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-06-20
291377,25300.62,40.25,Studio,1-10,1,1,1,1,1,Burj Khalifa,2022-06-09
94866,28580.17,130.72,2 B/R,31-40,1,1,1,1,0,Burj Khalifa,2023-11-29
114806,22185.6,78.88,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-12-05
241734,28916.12,52.22,Studio,11-20,1,1,1,1,1,Burj Khalifa,2025-01-07
212780,16674.3,46.92,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2023-03-10
280782,26278.53,130.14,2 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-03-17
9349,18567.14,106.64,2 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-04-06
148735,8642.7,101.82,1 B/R,41-50,1,0,0,1,1,Burj Khalifa,2022-12-22
269407,25833.94,110.32,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-09-14
16230,21602.4,170.12,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2022-02-23
34133,23577.62,84.19,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-08-03
164702,7629.93,134.59,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-08-15
51096,16830.87,75.21,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-05-26
230497,32224.87,75.28,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-05-23
309099,28433.02,71.22,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2025-06-11
98006,25678.1,104.87,2 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-03-24
285823,17658.48,113.26,2 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-05-18
205670,18785.54,98.48,1 B/R,31-40,1,1,1,1,1,Burj Khalifa,2025-02-28
79627,24233.28,125.86,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-05-03
52767,23304.11,130.02,2 B/R,41-50,1,1,1,1,1,Burj Khalifa,2025-03-28
24204,29970.03,120.12,2 B/R,11-20,0,1,1,1,1,Burj Khalifa,2025-04-10
285713,19009.15,84.17,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2024-04-15
203101,25407.45,161.37,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2024-10-18
48719,10080.77,131.24,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-02-07
173545,21813.14,79.31,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-09-17
163997,32816.42,155.41,3 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-10-11
312643,34283.48,37.42,Studio,1-10,1,1,1,1,1,Burj Khalifa,2024-01-17
279703,27774.49,168.86,3 B/R,41-50,0,1,1,1,1,Burj Khalifa,2025-02-24
240861,21710.0,37.31,Studio,1-10,1,0,1,1,1,Burj Khalifa,2023-03-09
147578,29812.31,73.59,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-07-29
163914,17769.59,72.74,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-06-07
120584,16950.59,117.99,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2024-12-16
45320,30589.2,70.02,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-06-08
280806,15322.15,130.53,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-09-12
273608,25761.12,85.4,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-04-17
168529,24278.3,130.94,2 B/R,11-20,1,1,1,1,0,Burj Khalifa,2024-01-10
10408,15219.08,141.27,3 B/R,21-30,1,1,0,1,1,Burj Khalifa,2025-06-23
300189,12474.01,101.01,1 B/R,41-50,1,1,0,1,1,Burj Khalifa,2024-02-14
81037,25457.5,135.52,2 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-02-14
13791,23385.69,143.25,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-11-26
78136,10686.02,140.19,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-11-06
265984,16496.18,108.51,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-06-21
14659,19569.47,40.88,Studio,1-10,1,1,0,1,1,Burj Khalifa,2022-03-23
202749,19917.42,171.96,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-10-23
36250,11447.02,73.49,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2025-01-15
263980,16170.95,138.52,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2023-03-13
132277,11311.32,142.2,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2022-01-07
223205,19873.76,58.62,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2022-01-17
148052,12199.7,149.02,2 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-10-10
13969,10057.88,141.68,2 B/R,21-30,0,1,1,1,1,Burj Khalifa,2022-02-15
70259,10083.29,130.16,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-07-10
100935,10561.76,136.75,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2022-10-24
289650,32663.92,41.33,Studio,11-20,1,1,0,1,1,Burj Khalifa,2024-06-03
100211,13386.16,140.07,2 B/R,1-10,1,1,0,1,1,Burj Khalifa,2024-06-24
176209,26782.24,51.34,Studio,21-30,1,1,0,1,1,Burj Khalifa,2022-06-22
162247,29284.84,106.7,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-07-13
210686,25889.2,104.87,2 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-03-31
137158,9842.74,88.39,1 B/R,31-40,1,1,0,1,1,Burj Khalifa,2025-06-17
303949,19447.62,122.38,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-08-05
142007,28231.19,97.41,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2023-09-12
193397,7123.07,75.81,Studio,Below 1st floor,1,1,0,1,1,Burj Khalifa,2022-02-02
105110,14184.4,40.89,Studio,11-20,1,1,0,1,1,Burj Khalifa,2022-11-01
14147,8234.52,151.8,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-06-17
68496,29590.31,73.5,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-08-17
155035,26255.33,121.88,3 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-02-07
265833,12165.17,85.49,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-06-22
46036,22553.67,48.44,Studio,21-30,1,1,1,1,1,Burj Khalifa,2022-06-21
153281,19306.77,70.3,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-08-16
36173,28535.66,55.05,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-09-19
192760,13238.16,77.05,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-08-31
98605,11737.55,151.65,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-09-27
24844,16248.15,67.7,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2025-01-20
299338,17978.56,86.77,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2025-04-16
212447,14958.86,147.07,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-03-22
270057,18688.56,92.57,1 B/R,11-20,0,1,1,1,1,Burj Khalifa,2023-06-13
252571,320.29,88.91,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-12-19
169503,7629.93,76.7,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-08-15
188508,24684.48,161.64,2 B/R,41-50,1,1,1,1,1,Burj Khalifa,2024-08-22
183534,18603.28,67.73,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-09-29
119785,29064.13,103.22,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-08-13
303021,24942.99,70.16,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2023-11-28
45192,21775.87,76.92,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-04-21
173659,28091.86,142.39,3 B/R,21-30,1,1,1,1,1,Burj Khalifa,2024-11-04
30206,19499.89,43.59,Studio,1-10,1,1,0,1,1,Burj Khalifa,2022-02-02
93291,15928.93,104.96,2 B/R,51-60,0,1,1,1,1,Burj Khalifa,2024-09-24
147484,30345.61,68.71,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-08-10
198212,20554.98,77.84,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-09-08
26127,31783.21,89.67,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-07-29
13982,5489.6,169.78,3 B/R,21-30,1,0,0,1,1,Burj Khalifa,2022-02-22
215838,27991.58,60.8,1 B/R,31-40,1,0,1,1,1,Burj Khalifa,2025-04-14
154199,25094.59,129.51,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2025-04-18
23448,31965.08,125.36,2 B/R,41-50,1,1,1,1,1,Burj Khalifa,2023-08-04
285080,28052.36,112.29,2 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-12-11
220286,15662.97,168.16,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-04-09
30320,27904.01,116.18,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-01-05
271170,23959.79,85.56,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-09-26
84224,19780.22,72.8,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2025-05-21
50176,19666.35,73.73,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-10-02
42957,32993.06,74.82,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-03-22
177343,19327.52,50.45,Studio,31-40,1,1,1,1,1,Burj Khalifa,2025-03-07
69156,15223.95,129.27,2 B/R,21-30,0,1,1,1,1,Burj Khalifa,2023-06-22
211490,14665.76,146.6,2 B/R,31-40,0,1,1,1,1,Burj Khalifa,2025-02-18
54885,30320.45,69.59,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-11-26
90108,24123.42,142.6,3 B/R,31-40,1,1,0,1,1,Burj Khalifa,2025-05-12
109875,9938.21,76.07,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-08-14
114837,10840.11,92.25,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2022-04-26
100188,22539.25,59.23,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2025-03-28
228173,28601.33,143.35,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-02-28
223226,29663.65,74.03,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2024-08-20
38961,10004.71,169.92,3 B/R,21-30,1,0,0,1,1,Burj Khalifa,2023-04-25
276070,29513.33,146.92,3 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-01-20
88363,24427.69,71.64,1 B/R,31-40,1,1,1,1,1,Burj Khalifa,2022-04-15
222432,19811.6,133.76,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-05-02
139324,25476.3,130.38,2 B/R,21-30,1,1,1,1,0,Burj Khalifa,2024-02-26
309097,27224.77,117.54,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-11-14
40370,26981.99,126.01,3 B/R,31-40,1,1,1,1,1,Burj Khalifa,2023-12-08
88323,30773.68,159.51,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2022-07-21
102812,25677.55,101.1,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2023-04-24
275982,19164.74,125.23,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-06-15
267038,27057.08,134.9,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-12-10
290653,12735.41,129.56,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-05-16
240294,24788.39,66.16,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-04-25
245703,6139.15,146.6,2 B/R,31-40,0,1,1,1,1,Burj Khalifa,2022-05-25
69372,14158.02,94.8,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-01-23
308731,9497.96,88.44,Studio,1-10,1,1,0,1,1,Burj Khalifa,2025-04-15
237124,19938.64,71.81,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-07-31
127692,31467.69,75.28,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-06-27
140354,28609.38,97.87,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-11-06
115637,27588.74,54.37,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-02-24
193658,15903.1,159.76,3 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2022-03-09
299102,8838.17,120.5,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2025-04-23
132672,30678.52,109.78,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-06-13
205669,17326.02,138.52,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2022-12-15
289242,7598.14,118.45,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-03-29
33946,13060.51,91.88,Studio,11-20,1,1,0,1,1,Burj Khalifa,2025-05-02
164003,21884.19,98.61,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-11-14
138997,11194.79,98.26,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2022-03-23
85139,20908.41,83.98,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-08-22
10375,27111.84,146.08,3 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-03-22
225891,20073.21,84.69,1 B/R,31-40,1,1,1,1,1,Burj Khalifa,2022-05-11
198205,21286.36,154.65,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-10-06
12744,17493.31,97.18,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-07-06
33404,23141.85,110.19,2 B/R,11-20,0,1,1,1,1,Burj Khalifa,2024-08-02
58982,18203.4,75.81,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-07-03
158217,22473.21,86.77,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2025-04-16
73916,7638.85,78.04,Studio,1-10,0,1,1,1,1,Burj Khalifa,2024-07-05
280778,23984.22,65.64,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-12-28
271246,21313.7,103.22,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-02-14
48391,27469.24,80.85,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-06-01
263840,21927.66,67.82,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-08-05
71091,13725.1,93.56,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-04-07
162249,30608.13,106.7,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-06-01
166978,31350.96,119.61,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-05-09
142122,20737.33,151.9,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-06-11
84650,13832.07,88.49,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2024-05-13
217567,21728.02,78.24,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-10-29
177199,14899.0,169.81,3 B/R,11-20,1,0,0,1,1,Burj Khalifa,2024-12-10
57821,15969.13,150.29,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2023-12-13
54342,20933.79,85.03,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2024-10-28
208040,10341.26,77.36,1 B/R,31-40,1,1,0,1,1,Burj Khalifa,2022-09-19
254262,18124.6,141.41,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-05-14
284232,19413.0,179.44,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-08-30
267114,12822.3,100.45,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-10-29
139293,33077.65,72.31,1 B/R,51-60,1,1,1,1,1,Burj Khalifa,2024-09-04
119692,14204.34,135.17,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2022-11-08
58157,28663.06,70.16,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2024-11-13
62966,3345.0,51.17,Studio,21-30,1,1,0,1,1,Burj Khalifa,2023-06-22
145230,20314.89,141.89,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-05-01
289648,20242.91,123.5,2 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-05-11
178655,30300.09,102.97,2 B/R,21-30,1,1,1,1,1,Burj Khalifa,2025-05-12
3417,29269.53,117.87,2 B/R,21-30,0,1,1,1,1,Burj Khalifa,2025-05-30
157007,28857.06,104.87,2 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-07-20
155052,16961.07,79.12,1 B/R,1-10,1,1,1,1,1,Burj Khalifa,2024-08-29
128205,11574.07,172.8,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-03-06
44532,15874.12,143.63,2 B/R,21-30,1,0,0,1,1,Burj Khalifa,2022-09-07
122767,29323.95,171.93,3 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-07-11
38766,25121.46,84.39,1 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-06-25
20346,20681.56,151.71,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2025-03-06
104344,22085.89,122.25,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2023-08-22
138590,14457.15,151.21,1 B/R,11-20,1,1,0,1,1,Burj Khalifa,2022-03-29
203184,25738.37,155.41,3 B/R,21-30,1,1,1,1,1,Burj Khalifa,2024-05-08
93792,24118.36,74.01,1 B/R,1-10,1,0,1,1,1,Burj Khalifa,2025-03-18
27786,23854.49,100.61,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-02-02
153575,21317.65,108.83,2 B/R,21-30,1,1,0,1,1,Burj Khalifa,2023-09-11
236794,9891.98,129.6,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-06-26
120553,15600.62,128.2,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2022-01-20
235364,29635.46,107.84,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-08-04
60328,8402.53,101.16,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-01-23
303953,13066.2,80.36,1 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-12-15
197902,23547.44,143.54,1 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-07-18
44866,19174.74,67.59,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2023-09-07
158461,23090.08,175.4,2 B/R,41-50,1,0,0,1,1,Burj Khalifa,2022-08-30
154219,18446.18,69.12,Studio,Below 1st floor,1,1,0,1,1,Burj Khalifa,2025-06-11
265165,15294.39,86.96,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2023-08-21
23554,31475.97,117.55,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2023-12-26
83969,15509.45,25.23,Studio,Below 1st floor,1,1,1,1,1,Burj Khalifa,2023-04-03
218332,33909.0,126.81,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-07-23
44978,26569.98,147.91,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-11-20
178579,19365.88,111.02,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-10-23
225467,30160.31,64.67,1 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2023-09-28
58442,31394.61,73.13,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-10-06
289243,10110.49,146.69,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-03-15
176695,26717.97,80.99,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-08-23
114795,13729.42,80.74,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2022-10-25
90100,19314.24,69.12,1 B/R,1-10,1,1,0,1,1,Burj Khalifa,2023-04-13
98225,30844.93,86.18,1 B/R,41-50,1,1,1,1,1,Burj Khalifa,2023-12-22
119671,25760.55,81.52,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2024-01-05
76024,28783.22,126.81,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2024-08-02
188514,18749.05,131.74,2 B/R,1-10,0,1,1,1,1,Burj Khalifa,2023-05-08
95200,15778.78,128.02,2 B/R,11-20,1,1,0,1,1,Burj Khalifa,2024-08-26
187385,9543.57,120.5,1 B/R,21-30,1,1,1,1,1,Burj Khalifa,2024-11-20
142640,32435.64,118.08,2 B/R,31-40,1,1,1,1,1,Burj Khalifa,2024-10-15
28429,27682.76,130.98,2 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-08-08
314184,32411.25,132.67,2 B/R,51-60,1,0,0,1,1,Burj Khalifa,2024-06-24
1057,26776.52,97.1,2 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-04-28
239781,14223.13,175.77,3 B/R,11-20,1,1,1,1,1,Burj Khalifa,2022-12-14
45317,30012.1,108.52,2 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-06-13
85248,32256.3,100.74,2 B/R,41-50,1,1,1,1,1,Burj Khalifa,2023-10-09
230442,27073.44,80.85,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-07-05
112553,27997.15,71.31,1 B/R,21-30,1,1,0,1,1,Burj Khalifa,2025-02-20
279043,33255.6,78.63,1 B/R,11-20,0,1,1,1,1,Burj Khalifa,2024-11-01
134542,28245.03,155.28,3 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-02-11
122782,29128.78,83.18,1 B/R,Below 1st floor,0,1,1,1,1,Burj Khalifa,2022-04-14
75325,28894.37,159.91,3 B/R,Below 1st floor,1,1,1,1,1,Burj Khalifa,2022-12-23
220179,24179.33,175.77,3 B/R,11-20,1,1,1,1,1,Burj Khalifa,2024-05-23
296282,10339.86,117.99,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2022-07-19
283432,31471.28,50.84,Studio,21-30,1,1,0,1,1,Burj Khalifa,2022-11-30
235854,13524.31,162.67,2 B/R,31-40,0,1,1,1,1,Burj Khalifa,2023-10-31
142931,17905.45,155.26,2 B/R,1-10,1,1,1,1,1,Burj Khalifa,2023-01-12
137679,27397.26,74.46,1 B/R,21-30,0,1,1,1,1,Burj Khalifa,2024-04-01
105906,11999.2,155.8,2 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2024-07-18
66174,10285.78,89.93,1 B/R,Below 1st floor,1,1,0,1,1,Burj Khalifa,2023-05-03
208767,15687.75,159.36,3 B/R,11-20,1,1,1,1,1,Burj Khalifa,2023-02-09
